Date,Infosys,Wipro,HCL Tech,Tech Mahindra,HDFC Bank,ICICI Bank,Axis Bank,Kotak Bank,SBI,Reliance,ONGC,Power Grid,NTPC,Adani Green,HUL,ITC,Nestle,Britannia,Sun Pharma,Dr Reddy,Cipla,Maruti,Bajaj Auto,Tata Steel,JSW Steel,Bharti Airtel,L&T,Ultratech
2021-01-04,0.0014428402405932,0.011834812769643,0.0037853025778218,-0.0041763615268505,0.0068352845381121,0.0058953038309381,0.0314572714076974,-0.0063508052299748,0.0163137812883831,0.0079622183432255,0.022055545109201,-0.0021043854276444,0.034385358368743,-0.0142924796122773,0.0135698439099898,0.0014302082611616,-0.0039428575707168,0.0,0.0402361309042822,-0.0055409646107313,0.0016854889350155,0.0059054662649109,0.0136688580727011,0.0775931108046845,0.0379747006122255,0.0245410619972943,0.0068798167633323,0.0213862173615859
2021-01-05,0.0636306384079237,-0.0084599789018937,-0.0059950119079593,-0.000506496413986,-0.0060078154168419,0.0027787774537997,0.0111686588102992,0.0075565787743188,0.0099114794056438,0.0104380340092431,0.0043082213051368,-0.0091378190209017,-0.0194740694437424,-0.0029507702662576,-0.0063136189970004,-0.0060826021083567,0.0098106990195061,-0.0146392313831857,-0.020629178403553,-0.0023879712032239,-0.0124318103441307,0.002490820628449,-0.0015719994027943,-0.0179653809751009,0.0176185379023252,0.0018962676013303,0.0026279742046484,0.024974728207129
2021-01-06,-0.0153511401627365,-0.0085752033965227,0.0219845053200067,-0.0032102059162062,-0.0029615234677327,0.0002649502717884,-0.0132645754589902,-0.004310604924599,-0.0135682834846271,0.017589518926399,-0.0090430880347708,-0.028611992831494,0.0163188122613926,0.0054341736913687,0.0058944339670858,-0.003507282654187,-0.0023170098606496,0.0025615972175554,0.0210637053388276,0.0433511317418768,-0.0263720882565958,0.0117122401594496,0.0030657659317725,0.0047754152637582,-0.0134174855775547,-0.0066742128483957,0.0200611690098313,0.0002461527530608
2021-01-07,0.0257547288855355,-0.0071476763470142,0.0379782004663031,0.0037007565918185,0.0021215575386985,-0.003290277614345,-0.0159989997354859,-0.0030269212181244,-0.0200431509057132,-0.0102431807454658,-0.0155605448008333,-0.0126581648943312,0.0092107896790103,-0.0091351226425189,0.0189878610707674,-0.0081994626697021,-0.0209530505228796,-0.0086869074406974,0.0097988898164054,0.0045884596022296,-0.001619506473328,0.0092968987068229,-0.0056169286706698,0.057034216005724,-0.0061279361949345,-0.0024068308373632,-0.009250595133103,0.0008612004280259
2021-01-08,0.0023842001668739,0.0265275656599144,-0.0091700128479826,0.006318911839751,0.0146996723028127,0.0127776053082071,0.0333489897261469,0.0108736354720881,0.0094348641344821,0.0017555567166225,0.0395753519801986,-0.0064102241211001,-0.0062900758939509,0.0093731642915191,0.0257290407425792,0.0593242279724448,0.0098719230502684,0.0324742929522055,0.0280899113694026,0.0329863641595413,0.0117992966910174,-0.0059088865839016,0.0314004488188814,-0.0133507402964939,0.0290489221708123,0.0566473488983696,0.0359024962201512,0.0576523262192689
2021-01-11,-0.0085477086178636,0.0249918555480264,0.0127718736619173,0.0105168844582486,0.0216406271270162,0.0147145491440856,0.0607750065841312,0.0138301603413875,0.0158498855660444,0.0048888526173866,0.0488529509667403,0.0049629411824347,-0.0094328169873292,-0.0165169582771707,-0.0170379253085425,0.027180594814868,0.0046541529017132,-0.0114826429339615,0.0188773437217715,0.0,-0.0188499121325356,-0.0122379011632198,0.0003220783399555,-0.0245389342215549,0.0177993308171653,0.0252116479040611,0.0057138554465561,0.0385866565272285
2021-01-12,0.013119432656492,0.0019074783765113,0.0339942107528741,0.0052035689229985,-0.015988641062178,-0.0116211454266964,0.0066345295291627,0.0203590228216008,-0.021901262128675,0.0060583669136911,-0.0032334579048272,0.0195060397625097,0.001253021773899,-0.0179036060986877,-0.0001480799828192,-0.0054294880359121,-0.0213334134577751,0.0116160256083337,0.0087761026321071,0.0007371168956762,0.0315194013329451,0.0353983134125477,-0.0182769304806651,-0.0010782230857542,-0.0005036845416523,-0.0124350056130748,0.0027206292642012,0.0243956293272735
2021-01-13,0.0179072562661246,-0.0064427857781735,0.0220946231262866,-0.0028913562825269,-0.0017197519005648,-0.0119260131905529,-0.0057903198183912,-0.0069884021780333,-0.0014940814996818,0.0155109031997067,0.0112264259771059,0.0232501087334617,0.0085096429306543,-0.0112165349586352,0.002000193812381,-0.0058866376604069,0.0011224030486438,0.023964042863533,0.0173998128922334,0.0063818276545046,-0.0093252875698924,0.048888621321333,-0.012056119925209,0.0205065289077841,-0.0050082928197265,0.0051213219432337,0.0020837043268591,0.0028403357916448
2021-01-14,-0.0171560332338328,-0.0069009502575404,0.0039774846488742,0.0122338279532614,-0.0009505706311442,0.0035728271304356,-0.0267532519960235,-0.0012920683530799,0.0110438297481854,-0.0057501705784904,-0.0120029674226908,0.0137278532043794,-0.0162551527907877,0.0056053728604441,0.0178188673026209,0.0011794047048008,0.0062877106436447,-0.0034129658283779,-0.0019002261876615,0.0004876157117401,0.0112440522278891,0.0014668522235827,0.0078865442551101,-0.0039483323364343,0.0310025516587924,-0.0159397434894257,-0.0121045639514204,-0.0101307293959276
2021-01-15,-0.0017013414531097,0.0011884064855278,0.0380672523723402,-0.0153869790926967,-0.0204540899394574,-0.0181017015268433,-0.0368783973077548,-0.0014297476127803,-0.0197619669301234,-0.0186154745772976,-0.0186428075776919,0.0172776389560949,-0.0055498273486448,-0.0151904130701363,-0.0163082703950333,-0.0153016967071832,-0.0164676437132517,-0.0171233626193104,-0.0347452777343217,-0.0102386862804165,-0.0118075928636588,-0.0110658223561829,-0.0045302451994947,-0.0006372619951621,-0.0053368457977935,-0.0430364971652509,-0.0233056336511314,-0.0347749212764204
2021-01-18,-0.0264502009714673,-0.0046225703493323,-0.0260515071797333,-0.0003323864046558,-0.0266481421172124,-0.0308281500590746,-0.0083853955422219,0.0112158717440926,-0.0078896035889447,-0.0181399568323719,-0.0244618055189819,0.0087216755850665,-0.0281585045288387,-0.0090937235550786,-0.0133663552959952,-0.024187664713175,-0.0113995378039409,-0.0288700306530105,-0.0468443940403607,-0.0357143014360996,0.0240006566572961,-0.0309362989179907,-0.0378121652538485,-0.0555319251581213,-0.0035877532173208,-0.0089842651913216,-0.0121509462026441,-0.01596184683264
